,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Hourly_Rate,Applicants_Num,Client_Country
44038,B2b Marketing,SEMrush,"Google Ads, Google Analytics",0.0,1.0,0.0,4.0,0.0,20.0,3.0,Romania
44041,Brand development,Social Media and Marketing,"Google Analytics, Other",0.0,2.0,0.0,4.0,0.0,49.0,8.0,United States
44042,Social Media Marketing,SEO,"Google Ads, Google Analytics, Other",1.0,2.0,9.210440366976517,16.0,4.290459441148391,20.0,50.0,United Kingdom
44044,B2C Marketing,CRM and Marketing Tools,Google Analytics,1.0,2.0,8.853808274977197,16.0,1.3862943611198906,5.5,35.0,United Kingdom
44045,Branding & Marketing,BI and Analytics,Other,1.0,1.0,7.601402334583733,12.0,1.0986122886681098,14.0,13.0,United Kingdom
44046,Branding & Marketing,Social Media and Marketing,Other,1.0,1.0,11.51293546492023,16.0,4.653960350157523,30.0,8.0,United Kingdom
44047,Brand Development,Social Media and Marketing,Other,1.0,2.0,9.105090961257085,16.0,1.9459101490553132,15.0,35.0,Thailand
44048,Social Media Marketing,Content Creation,"Facebook, Instagram, Other",1.0,2.0,5.303304908059076,16.0,0.0,3.5,8.0,Germany
44050,Brand development,Social Media and Marketing,Other,1.0,2.0,6.90875477931522,16.0,1.6094379124341003,7.5,3.0,United Arab Emirates
44053,B2C Marketing,Lead Generation,"Google Ads, Other",1.0,2.0,5.303304908059076,16.0,0.6931471805599453,17.5,8.0,Estonia
44055,Content Strategy,Data Analysis and Visualization,Other,1.0,2.0,0.0,12.0,0.0,18.5,35.0,United States
44057,Branding & Marketing,Presentation Design,Other,1.0,2.0,11.51293546492023,16.0,4.718498871295094,30.0,8.0,Bulgaria
44059,Social Media Marketing,Social Media Marketing,"Facebook, Instagram, Twitter, Other",0.0,2.0,0.0,4.0,0.0,70.0,13.0,United States
44061,Brand Development,Content Creation,Other,0.0,2.0,0.0,12.0,0.0,15.0,8.0,Pakistan
44062,B2B Marketing,CRM and Marketing Tools,Other,1.0,2.0,0.0,16.0,0.0,18.5,3.0,United Kingdom
44064,SEO,Data Analysis and Visualization,"Google Analytics, SEMrush, Ahrefs",0.0,2.0,0.0,12.0,0.0,20.0,8.0,United Kingdom
44067,Business Development,Data Analysis and Visualization,"Python, SQL, LinkedIn, Excel",1.0,2.0,10.308985993422082,16.0,4.060443010546419,32.5,13.0,United Kingdom
44084,CRM and Marketing Tools,CRM,"Google Ads, Other",1.0,1.0,4.110873864173311,16.0,0.0,52.5,35.0,United States
44088,B2c marketing,SEO Optimization,"Google Analytics, SEMrush, Other",1.0,1.0,9.90353755128617,16.0,2.70805020110221,6.5,13.0,Egypt
44091,Branding & Marketing,Social Media and Marketing,Google Ads,0.0,2.0,0.0,16.0,0.0,4.0,3.0,Ukraine
44092,B2B Marketing,Social Media and Marketing,"TikTok, Google Ads, Other",0.0,0.0,0.0,4.0,0.0,5.0,35.0,United States
44093,Branding & Marketing,CRM and Marketing Tools,Mailchimp,0.0,2.0,0.0,12.0,0.0,25.0,8.0,Philippines
44094,B2B Marketing,CRM and Marketing Tools,Other,1.0,2.0,6.90875477931522,16.0,1.791759469228055,12.5,35.0,Thailand
44095,Business Development,Problem Solving,Other,1.0,1.0,5.707110264748875,16.0,1.6094379124341003,47.0,35.0,Greece
44097,SEO Strategy,Content Writing and Publications,Other,0.0,2.0,0.0,12.0,0.0,20.0,13.0,United States
44098,Social Media and Marketing,Marketing,"Facebook, Instagram, Twitter, Other",1.0,1.0,10.596659732783579,16.0,3.6109179126442243,4.5,35.0,United Kingdom
44099,Brand development,Social Media and Marketing,LinkedIn,0.0,1.0,0.0,12.0,0.0,10.0,35.0,Spain
44102,Bulk marketing,Automation,Other,1.0,1.0,9.210440366976517,16.0,3.044522437723423,7.0,8.0,United Kingdom
44105,Business Development,CRM and Marketing Tools,Other,1.0,1.0,4.394449154672439,16.0,0.6931471805599453,47.5,8.0,United States
44108,B2B Marketing,CRM and Marketing Tools,"LinkedIn, Other",1.0,2.0,9.210440366976517,16.0,2.8903717578961645,40.0,3.0,Italy
44109,B2C Marketing,Social Media and Marketing,"Google Ads, HTML, CSS, JavaScript, WordPress, Other",1.0,1.0,0.0,16.0,0.0,42.5,35.0,United States
44110,Bulk marketing,Automation,Other,1.0,1.0,9.210440366976517,16.0,0.0,32.5,18.0,United States
44111,SEO,Data Analysis and Visualization,"Google Analytics, SEMrush",0.0,0.0,0.0,12.0,0.0,7.0,35.0,Lithuania
44112,Brand Development,Social Media and Marketing,Instagram,1.0,2.0,0.0,16.0,0.0,5.5,50.0,Serbia
44116,Social Media and Marketing,Social Media,"Instagram, TikTok, Other",1.0,0.0,0.0,16.0,0.0,11.5,13.0,United States
44117,Branding & Marketing,Social Media and Marketing,Other,0.0,1.0,0.0,12.0,0.0,32.5,35.0,United Arab Emirates
44118,B2B Marketing,Social Media and Marketing,Other,1.0,2.0,9.210440366976517,16.0,1.0986122886681098,6.5,35.0,Netherlands
44120,B2B Marketing,Data Analysis and Visualization,"Python, SQL",1.0,0.0,5.993961427306569,8.0,1.3862943611198906,7.5,35.0,Singapore
44124,Branding & marketing,Social Media and Marketing,YouTube,1.0,0.0,11.51293546492023,16.0,4.700480365792417,10.0,50.0,United States
44127,Brand development,Social Media and Marketing,"HubSpot, Other",1.0,2.0,11.51293546492023,16.0,4.564348191467836,24.0,13.0,Netherlands
44128,Branding & Marketing,Social Media and Marketing,Other,1.0,1.0,5.303304908059076,16.0,1.6094379124341003,85.0,50.0,Venezuela
44129,B2B Marketing,Social Media and Marketing,Other,1.0,2.0,11.51293546492023,16.0,5.204006687076795,25.0,8.0,United States
44130,Branding & Marketing,Social Media and Marketing,Other,1.0,2.0,0.0,16.0,0.0,7.5,3.0,Australia
44131,Automation,Automation,"UiPath, HTML, CSS, JavaScript, Other",1.0,1.0,7.601402334583733,16.0,0.6931471805599453,27.5,13.0,United Kingdom
44133,Content Marketing,Content Writing,Other,1.0,1.0,6.90875477931522,8.0,1.9459101490553132,53.5,35.0,Denmark
44134,Brand Development,Social Media and Marketing,Other,1.0,0.0,11.407576060361786,16.0,5.384495062789089,3.5,18.0,Hong Kong
44136,Social Media Marketing,Video Editing,"TikTok, Instagram, Other",0.0,0.0,0.0,8.0,0.0,35.0,3.0,China
44138,SEO,Link Building,"Python, SQL",0.0,0.0,0.0,16.0,0.0,5.5,3.0,United Kingdom
44139,Branding & marketing,Content Marketing,Other,0.0,2.0,4.394449154672439,12.0,0.0,10.0,13.0,Germany
44141,Branding & Marketing,Web Development,"WordPress, Google Analytics",1.0,1.0,6.90875477931522,16.0,1.9459101490553132,56.5,50.0,Denmark
44142,B2b marketing,Social Media and Marketing,"Google Analytics, SEMrush",0.0,1.0,0.0,12.0,0.0,32.5,8.0,Finland
44144,B2c Marketing,E-commerce Platforms,Other,0.0,1.0,0.0,12.0,0.0,50.0,50.0,Canada
44146,Social Media Marketing,Content Creation,"Google Analytics, Other",1.0,2.0,8.853808274977197,16.0,4.204692619390966,6.5,13.0,United Kingdom
44147,B2B marketing,Social Media and Marketing,Other,1.0,2.0,7.601402334583733,16.0,1.6094379124341003,24.0,35.0,Australia
44152,Branding & Marketing,Social Media and Marketing,"SEMrush, WordPress, Other",0.0,2.0,0.0,12.0,0.0,17.5,8.0,Canada
44153,Social Media Marketing,Social Media and Marketing,"Facebook, Instagram",0.0,1.0,0.0,12.0,0.0,50.0,35.0,India
44154,Branding & Marketing,Web Development,"WordPress, Other",1.0,2.0,9.210440366976517,16.0,3.8918202981106265,7.5,35.0,India
44157,Brand Development,Social Media and Marketing,"Instagram, Pinterest, Twitter, Facebook, Other",1.0,1.0,8.517393171418904,16.0,1.791759469228055,57.5,3.0,India
44159,B2b marketing,Data Analysis and Visualization,"Python, Other",1.0,1.0,11.51293546492023,16.0,3.044522437723423,12.5,8.0,United States
44160,Brand Development,Business Development,"Google Analytics, LinkedIn",1.0,1.0,8.517393171418904,12.0,2.302585092994046,25.0,13.0,Germany
44161,Social Media Marketing,Social Media and Marketing,"Instagram, Other",1.0,2.0,0.0,12.0,0.0,9.5,35.0,United States
44162,Content creation,Content Writing,Other,1.0,2.0,9.210440366976517,16.0,1.791759469228055,80.0,3.0,India
44164,Branding & Marketing,Content Writing,Other,1.0,0.0,6.803505257608338,16.0,0.6931471805599453,11.5,35.0,Germany
44165,B2b marketing,Social Media and Marketing,Other,0.0,2.0,0.0,4.0,0.0,86.5,35.0,United States
44166,Brand Marketing,Social Media and Marketing,"Google Analytics, Mailchimp",0.0,2.0,0.0,4.0,0.0,15.0,8.0,India
44168,Branding & Marketing,Social Media and Marketing,TikTok,0.0,1.0,0.0,12.0,0.0,75.0,35.0,India
44173,Data Analysis and Visualization,Data Engineering,"Python, SQL",1.0,0.0,8.294299608857235,16.0,2.8903717578961645,12.5,18.0,Israel
44175,B2B Marketing,Social Media and Marketing,Google Ads,1.0,0.0,4.394449154672439,16.0,0.0,27.5,35.0,United States
44176,Branding & Marketing,Social Media and Marketing,LinkedIn,0.0,2.0,0.0,12.0,0.0,20.0,3.0,Bangladesh
44177,Brand Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn",1.0,1.0,9.90353755128617,8.0,3.5553480614894135,17.5,18.0,United States
44178,Branding & Marketing,Social Media and Marketing,Other,0.0,2.0,0.0,16.0,0.0,4.0,3.0,Pakistan
44179,Social Media Marketing,Marketing,"Facebook, Instagram, LinkedIn, TikTok, Google Ads",0.0,0.0,0.0,12.0,0.0,10.5,3.0,Bangladesh
44180,B2b marketing,CRM and Marketing Tools,"WordPress, WooCommerce",1.0,1.0,0.0,12.0,0.0,150.0,35.0,United States
44183,B2b marketing,Social Media and Marketing,Other,0.0,0.0,0.0,12.0,0.0,15.5,8.0,Macedonia
44184,Branding & marketing,Social Media and Marketing,"Shopify, Google Analytics",0.0,1.0,0.0,16.0,0.0,35.0,8.0,India
44186,Branding & Marketing,Social Media and Marketing,Pinterest,1.0,1.0,4.61512051684126,16.0,0.0,27.5,13.0,United Arab Emirates
44190,Affiliate marketing,E-commerce Platforms,Other,0.0,2.0,0.0,4.0,0.0,26.0,35.0,Netherlands
44191,B2B marketing,Sales,Other,1.0,0.0,4.394449154672439,12.0,0.0,21.0,50.0,United States
44192,Branding & Marketing,Social Media and Marketing,"Google Ads, Other",0.0,1.0,0.0,8.0,0.0,23.5,35.0,United States
44193,Branding & marketing,Social Media and Marketing,Instagram,1.0,2.0,11.289794413577894,16.0,3.7612001156935624,7.0,8.0,United States
44198,B2B Marketing,CRM and Marketing Tools,Other,1.0,0.0,0.0,8.0,0.0,40.0,13.0,United States
44201,B2B Marketing,CRM and Marketing Tools,"Google Analytics, Other",1.0,2.0,6.55250788703459,16.0,0.6931471805599453,12.5,8.0,Netherlands
44202,Business Development,Sales,Other,1.0,0.0,10.819798284210286,8.0,3.091042453358316,12.0,18.0,United Arab Emirates
44203,SEO,Data Analysis and Visualization,"Google Analytics, SEMrush, Other",1.0,1.0,0.0,16.0,0.0,30.0,13.0,United States
44204,Brand development,Social Media and Marketing,Other,1.0,1.0,8.294299608857235,16.0,3.044522437723423,17.5,8.0,United States
44205,Social Media Marketing,Content Creation,"Instagram, Other",1.0,1.0,11.51293546492023,16.0,2.8903717578961645,42.0,50.0,United Arab Emirates
44207,B2c marketing,Social Media and Marketing,Google Ads,1.0,2.0,0.0,16.0,0.0,17.5,35.0,United States
44208,Social Media and Marketing,Content Creation,TikTok,0.0,0.0,0.0,12.0,0.0,10.5,18.0,South Africa
44209,Brand marketing,Social Media and Marketing,Instagram,0.0,2.0,0.0,12.0,0.0,20.0,8.0,Pakistan
44212,Affiliate marketing,API Development,Other,0.0,2.0,0.0,12.0,0.0,14.5,3.0,India
44214,B2B Marketing,CRM and Marketing Tools,"LinkedIn, Facebook",1.0,1.0,11.002116507732017,8.0,3.367295829986474,80.0,3.0,United States
44215,Business development,Business Applications Development,Other,1.0,2.0,2.3978952727983707,16.0,1.0986122886681098,6.0,13.0,Australia
44217,B2B marketing,Social Media and Marketing,Other,1.0,2.0,5.303304908059076,16.0,2.1972245773362196,34.0,13.0,India
44219,BI and Analytics,Data Analysis and Visualization,"SQL, Python",1.0,2.0,3.044522437723423,16.0,0.6931471805599453,4.0,8.0,Australia
44221,Business development,CRM and Marketing Tools,"HubSpot, Salesforce",1.0,2.0,6.90875477931522,8.0,1.0986122886681098,20.0,18.0,Singapore
44223,Business Development,CRM and Marketing Tools,Other,0.0,1.0,0.0,12.0,0.0,17.5,8.0,Germany
44225,B2B Marketing,CRM and Marketing Tools,Other,0.0,2.0,0.0,16.0,0.0,20.0,3.0,Spain
44227,Social Media and Marketing,Social Media and Marketing,"Pinterest, TikTok, Instagram, Facebook",1.0,1.0,9.210440366976517,16.0,2.3978952727983707,17.5,8.0,Australia
44229,3d modeling,3D Modeling and Animation,"Blender, Autodesk Maya, Cinema 4D",1.0,1.0,6.90875477931522,16.0,3.871201010907891,9.0,13.0,United States
44230,Business Development,API Development,"Postman, API Development",1.0,1.0,11.51293546492023,16.0,4.1588830833596715,45.0,35.0,Taiwan
44234,Blog Development,Web Development,Other,1.0,2.0,8.699681400989514,16.0,0.6931471805599453,25.0,35.0,Hong Kong
44235,Branding & Marketing,Social Media and Marketing,Other,1.0,2.0,5.993961427306569,16.0,1.3862943611198906,4.0,8.0,New Zealand
44236,Brand Marketing,Social Media and Marketing,"Instagram, TikTok, YouTube",1.0,2.0,6.90875477931522,8.0,2.5649493574615367,28.5,8.0,United States
44238,B2B Marketing,Social Media and Marketing,"Google Ads, Other",1.0,2.0,11.51293546492023,16.0,3.828641396489095,30.0,3.0,United States
44241,Brand development,Social Media and Marketing,"BigCommerce, Shopify, Other",1.0,1.0,6.2166061010848646,16.0,1.9459101490553132,15.0,35.0,United Arab Emirates
44242,Content writing,Social Media and Marketing,Other,1.0,1.0,8.006700845440367,16.0,2.3978952727983707,35.5,8.0,Mexico
44243,Brand Development,Social Media and Marketing,Other,1.0,2.0,11.51293546492023,16.0,4.02535169073515,15.0,35.0,United States
44244,Brand development,Marketing,"Google Ads, Other",1.0,2.0,5.303304908059076,16.0,1.3862943611198906,4.0,50.0,United States
44249,Brand Marketing,Social Media and Marketing,"Instagram, YouTube",0.0,2.0,0.0,16.0,0.0,45.0,18.0,India
44252,B2B Marketing,Social Media and Marketing,"Python, LinkedIn, Facebook, Other",1.0,1.0,4.61512051684126,16.0,0.0,3.5,3.0,Switzerland
44253,B2C Marketing,Social Media and Marketing,Other,0.0,1.0,0.0,12.0,0.0,20.0,3.0,Australia
44255,CRM and Marketing Tools,Data Engineering,"Excel, Python, SQL",0.0,0.0,0.0,12.0,0.0,13.0,18.0,United States
44258,Branding & Marketing,Social Media and Marketing,"Google Analytics, Ahrefs",0.0,2.0,0.0,12.0,0.0,10.0,18.0,United States
44261,B2b Marketing,Social Media and Marketing,Other,0.0,0.0,0.0,12.0,0.0,8.0,8.0,United States
44262,B2b marketing,Content Strategy,"SEMrush, Google Analytics",0.0,2.0,0.0,12.0,0.0,16.5,35.0,Australia
44265,Brand Development,Social Media and Marketing,"Google Ads, Other",1.0,1.0,9.210440366976517,16.0,3.258096538021482,20.0,35.0,Belgium
44267,Brand Development,Social Media and Marketing,Google Analytics,1.0,1.0,0.0,16.0,0.0,57.5,50.0,United States
44268,Branding & Marketing,Social Media and Marketing,"YouTube, Google Analytics",1.0,2.0,6.90875477931522,16.0,3.4011973816621555,20.0,35.0,New Zealand
44269,Brand development,Marketing,Other,0.0,1.0,0.0,12.0,0.0,24.0,50.0,United States
44270,Branding & Marketing,Content Writing,Other,1.0,0.0,0.0,8.0,0.0,45.0,13.0,United States
44272,Branding & Marketing,Social Media and Marketing,"Google Ads, Other",1.0,1.0,6.90875477931522,16.0,2.4849066497880004,42.5,3.0,United States
44273,B2C marketing,Social Media and Marketing,Other,1.0,2.0,8.006700845440367,16.0,1.791759469228055,52.5,8.0,United States
44274,CRM and Marketing Tools,Marketing,Other,0.0,1.0,0.0,12.0,0.0,12.5,8.0,Australia
44275,SEO,Data Analysis and Visualization,"Google Analytics, SEMrush, Ahrefs",1.0,2.0,8.853808274977197,16.0,0.0,12.5,35.0,Australia
44276,Business Development,CRM and Marketing Tools,"Salesforce, Google Analytics",1.0,1.0,6.90875477931522,16.0,1.0986122886681098,5.5,8.0,United States
44277,Branding & Marketing,Content Development,Other,1.0,1.0,6.90875477931522,16.0,0.6931471805599453,30.0,50.0,Singapore
44278,Brand Development,Marketing,"Facebook, Instagram, Twitter",0.0,2.0,0.0,12.0,0.0,20.0,3.0,China
44279,Brand development,Design,Other,0.0,2.0,0.0,8.0,0.0,42.5,35.0,Australia
44281,Brand Development,Social Media and Marketing,"Facebook, Google Analytics, Mailchimp",1.0,1.0,0.0,16.0,0.0,30.0,35.0,United States
44282,Brand Development,Social Media and Marketing,Other,0.0,2.0,0.0,4.0,0.0,87.5,13.0,China
44283,Branding & Marketing,CRM and Marketing Tools,"LinkedIn, Other",1.0,2.0,8.006700845440367,16.0,1.791759469228055,9.0,13.0,Australia
44284,B2B Marketing,Business Development,Other,1.0,1.0,9.210440366976517,8.0,0.0,32.5,13.0,United States
44285,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram, TikTok",0.0,0.0,0.0,12.0,0.0,11.0,8.0,United States
44289,B2B marketing,Social Media and Marketing,"Google Analytics, Mailchimp",1.0,2.0,8.006700845440367,16.0,0.6931471805599453,5.5,18.0,United States
44290,B2B Marketing,Social Media and Marketing,Other,1.0,0.0,0.0,12.0,0.0,60.0,3.0,Australia
44291,Branding & Marketing,Social Media and Marketing,"Google Ads, Other",1.0,2.0,9.210440366976517,16.0,2.4849066497880004,70.0,8.0,Australia
44295,Brand Development,CRM and Marketing Tools,"Instagram, Other",0.0,2.0,0.0,4.0,0.0,6.0,8.0,Canada
44296,Branding & Marketing,Social Media and Marketing,"Google Analytics, Other",0.0,2.0,0.0,12.0,0.0,10.0,3.0,United States
44297,B2B marketing,CRM and Marketing Tools,Other,0.0,1.0,0.0,8.0,0.0,15.0,3.0,China
44298,Business development,CRM and Marketing Tools,Other,1.0,0.0,8.294299608857235,16.0,3.332204510175204,12.5,8.0,United Kingdom
44299,B2c marketing,Social Media and Marketing,Other,0.0,2.0,0.0,16.0,0.0,7.5,3.0,Philippines
44300,Branding & Marketing,Social Media and Marketing,Other,1.0,1.0,11.156264806643742,16.0,3.6635616461296463,26.5,35.0,United States
44301,Brand development,Social Media and Marketing,"Instagram, Facebook, Mailchimp",0.0,2.0,0.0,12.0,0.0,12.0,13.0,United States
44303,Branding & Marketing,Data Analysis and Visualization,"Python, Other",0.0,2.0,0.0,12.0,0.0,16.5,13.0,New Zealand
44305,"B2B Marketing, B2C Marketing",Analytics,"Google Ads, Google Analytics",0.0,2.0,0.0,16.0,0.0,17.5,8.0,Germany
44307,Brand Development,Content Writing,Other,1.0,2.0,8.006700845440367,16.0,2.8903717578961645,22.5,35.0,Singapore
44308,B2B marketing,Sales,Other,0.0,2.0,0.0,12.0,0.0,16.5,8.0,India
44310,Branding & Marketing,Social Media and Marketing,Other,1.0,2.0,5.303304908059076,16.0,1.0986122886681098,3.0,8.0,Canada
44311,B2C Marketing,Sales,Other,1.0,1.0,9.90353755128617,16.0,4.127134385045092,45.0,3.0,United States
44312,Content Curation,Content Management,"Wordpress, Other",0.0,2.0,0.0,12.0,0.0,35.0,3.0,United States
44313,Branding & Marketing,Social Media and Marketing,Other,0.0,2.0,0.0,16.0,0.0,15.5,13.0,United States
44315,Business Development,Sales,Other,1.0,2.0,8.699681400989514,16.0,2.4849066497880004,35.0,18.0,United States
44318,API development,Data Engineering,"SQL, Python, Other",0.0,2.0,0.0,12.0,0.0,7.5,35.0,United States
44320,DevOps and CI/CD,Cloud Platforms,"Google Cloud Platform, Kubernetes",0.0,1.0,0.0,12.0,0.0,57.5,13.0,Australia
44322,B2B marketing,Social Media and Marketing,Google Ads,0.0,1.0,0.0,4.0,0.0,25.0,13.0,United States
44323,Branding & Marketing,Web Development,Other,0.0,2.0,0.0,8.0,0.0,8.5,3.0,United States
44324,B2B Marketing,CRM and Marketing Tools,"LinkedIn, Other",1.0,2.0,5.303304908059076,8.0,0.0,87.5,50.0,New Zealand
44326,Brand Marketing,Design,Other,1.0,2.0,11.51293546492023,16.0,4.07753744390572,4.0,35.0,United States
44328,Brand development,Content Development,Other,0.0,0.0,0.0,4.0,0.0,37.5,8.0,United States
44329,Social Media Marketing,Social Media and Marketing,"TikTok, Instagram, Facebook, Twitter",0.0,2.0,0.0,4.0,0.0,30.0,13.0,United States
44331,Brand Development,E-commerce Platforms,"Pinterest, Other",1.0,1.0,0.0,12.0,0.0,32.5,35.0,United States
44332,Brand Development,Content Marketing,"WordPress, Other",1.0,2.0,0.0,16.0,0.0,8.0,8.0,United States
44333,Business Development,CRM and Marketing Tools,Other,1.0,2.0,8.006700845440367,8.0,1.791759469228055,16.5,13.0,United States
44336,Affiliate marketing,Social Media and Marketing,"TikTok, Other",0.0,2.0,0.0,16.0,0.0,45.0,8.0,United States
44338,Social Media Marketing,Copywriting,"Facebook, Instagram, Twitter, LinkedIn, Other",0.0,1.0,0.0,12.0,0.0,72.5,13.0,Canada
44340,Business development,Marketing,Other,0.0,2.0,0.0,16.0,0.0,16.5,3.0,United States
44341,Branding & Marketing,Social Media and Marketing,Other,1.0,0.0,3.9318256327243257,8.0,0.0,17.5,50.0,United States
44342,B2B Marketing,Marketing,"Google Analytics, Mailchimp",1.0,0.0,8.517393171418904,16.0,1.791759469228055,8.0,3.0,Singapore
44344,Content Marketing,Content Writing,Other,1.0,2.0,8.006700845440367,16.0,2.9444389791664403,30.0,3.0,United States
44346,Brand Development,Social Media and Marketing,"Facebook, Instagram, Twitter",1.0,2.0,9.210440366976517,16.0,2.4849066497880004,5.5,35.0,United States
44347,Brand Marketing,Social Media and Marketing,TikTok,0.0,2.0,0.0,16.0,0.0,15.0,3.0,United States
44348,Brand development,CRM and Marketing Tools,"HubSpot, Other",1.0,1.0,6.90875477931522,16.0,2.0794415416798357,6.5,18.0,United States
44351,Paid Media Marketing,Social Media and Marketing,Google Ads,0.0,2.0,0.0,12.0,0.0,8.0,3.0,Singapore
44352,B2b marketing,CRM and Marketing Tools,"Shopify, Facebook, Google Ads, Pinterest, Other",1.0,2.0,0.0,12.0,0.0,9.0,18.0,United States
44353,,Blog development,Other,1.0,2.0,6.90875477931522,16.0,1.0986122886681098,20.0,50.0,Malaysia
44361,Social Media Marketing,Editing,Other,1.0,0.0,0.0,16.0,0.0,14.0,35.0,United States
44362,B2B Marketing,Sales and Lead Generation,Other,1.0,1.0,6.90875477931522,16.0,1.6094379124341003,14.0,8.0,United States
44368,Brand Development,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,1.0,8.294299608857235,16.0,1.0986122886681098,32.5,3.0,United States
44370,Social Media Management,Social Media Marketing,"TikTok, Other",0.0,2.0,0.0,12.0,0.0,40.0,35.0,United States
44371,Data Analysis and Visualization,Data Engineering,"Python, SQL, Excel",0.0,2.0,0.0,16.0,0.0,37.5,35.0,United States
44374,B2b marketing,SEO,"Google Analytics, SEMrush",1.0,2.0,8.006700845440367,16.0,1.0986122886681098,13.0,35.0,United States
44375,B2b marketing,Social Media and Marketing,"LinkedIn, Other",0.0,1.0,0.0,12.0,0.0,30.0,18.0,United States
44376,E-commerce Platforms,CRM and Marketing Tools,"Shopify, Other",1.0,2.0,9.210440366976517,16.0,3.4339872044851463,7.5,35.0,Costa Rica
44377,Branding & Marketing,Content Writing,Other,1.0,2.0,11.51293546492023,16.0,3.4339872044851463,19.0,13.0,United States
44380,Brand Development,Social Media and Marketing,"Mailchimp, Other",0.0,0.0,0.0,12.0,0.0,10.5,18.0,United Kingdom
44385,B2c marketing,Social Media and Marketing,"WordPress, Other",1.0,1.0,11.156264806643742,8.0,4.820281565605037,20.0,35.0,Singapore
44386,Social Media and Marketing,Social Media Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,2.0,8.699681400989514,16.0,4.248495242049359,15.0,3.0,United States
44387,Brand Marketing,Social Media and Marketing,"Google Analytics, Other",0.0,2.0,0.0,12.0,0.0,47.5,35.0,United States
44388,Project Coordination,Project Management,Other,1.0,2.0,0.0,16.0,0.0,16.5,35.0,United States
44389,Branding & Marketing,Social Media and Marketing,"Google Analytics, Ahrefs",1.0,2.0,11.51293546492023,16.0,3.367295829986474,32.5,18.0,United States
44390,B2b marketing,CRM and Marketing Tools,"Salesforce, HubSpot, Google Analytics",1.0,2.0,10.819798284210286,16.0,3.4965075614664802,15.0,35.0,Canada
44392,Bulk marketing,Automation,"Zapier, Salesforce",1.0,1.0,8.853808274977197,16.0,1.0986122886681098,40.0,13.0,Jersey
44394,B2B marketing,CRM and Marketing Tools,"Zapier, Salesforce, Other",1.0,1.0,8.987321812850125,16.0,3.091042453358316,20.0,3.0,Singapore
44396,Brand Development,E-commerce Platforms,"Google Ads, Shopify",1.0,1.0,8.987321812850125,16.0,3.091042453358316,20.0,3.0,Singapore
44397,API development,API Development,"Zapier, Salesforce",1.0,2.0,4.61512051684126,16.0,1.9459101490553132,3.5,13.0,United States
44398,B2B Marketing,Social Media and Marketing,"LinkedIn, Google Ads",1.0,0.0,9.210440366976517,16.0,4.189654742026425,10.5,8.0,United States
44400,Social Media and Marketing,,Other,1.0,2.0,8.699681400989514,16.0,4.248495242049359,15.0,35.0,United States
44402,B2b marketing,Social Media and Marketing,Other,1.0,2.0,7.601402334583733,16.0,0.6931471805599453,16.0,8.0,United States
44403,Branding & Marketing,Social Media and Marketing,Other,1.0,2.0,9.210440366976517,16.0,3.6635616461296463,22.5,18.0,Hong Kong
44405,Branding & Marketing,Social Media and Marketing,Other,1.0,0.0,8.294299608857235,8.0,3.8066624897703196,4.0,13.0,United States
44406,Content Development,Content Writing,Other,1.0,1.0,11.002116507732017,16.0,3.2188758248682006,16.0,8.0,United States
44407,B2b marketing,CRM and Marketing Tools,"LinkedIn, Other",0.0,1.0,0.0,12.0,0.0,32.5,8.0,India
44408,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,2.0,10.308985993422082,16.0,2.833213344056216,26.0,8.0,United States
44409,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram, TikTok, Other",1.0,2.0,9.210440366976517,16.0,2.9444389791664403,8.5,8.0,United States
44410,Branding & Marketing,Social Media and Marketing,"Instagram, Facebook, Pinterest, Twitter",0.0,2.0,0.0,12.0,0.0,32.5,13.0,Canada
44413,Branding & Marketing,Content Writing,Other,0.0,1.0,0.0,16.0,0.0,47.5,8.0,Canada
44414,B2B Marketing,Social Media and Marketing,"Google Analytics, SEMrush, Mailchimp",0.0,1.0,0.0,16.0,0.0,22.5,8.0,Pakistan
44416,Business development,B2B marketing,Other,0.0,0.0,0.0,12.0,0.0,10.5,13.0,United States
44418,Social Media and Marketing,Content Creation,Other,1.0,1.0,9.210440366976517,16.0,2.0794415416798357,28.5,8.0,United States
44419,Business development,CRM and Marketing Tools,Other,0.0,2.0,0.0,12.0,0.0,6.5,13.0,United States
44421,Brand Development,Social Media and Marketing,Other,0.0,1.0,0.0,16.0,0.0,12.0,13.0,United States
44422,Brand Development,CRM and Marketing Tools,"Salesforce, Google Data Studio",0.0,1.0,0.0,4.0,0.0,125.0,8.0,United States
44423,BI and Analytics,Data Engineering,Google Analytics,1.0,1.0,10.819798284210286,12.0,1.791759469228055,42.5,35.0,United States
44424,Branding & Marketing,Social Media and Marketing,"Google Ads, Google Analytics, Google Data Studio, Other",1.0,1.0,9.105090961257085,16.0,1.9459101490553132,9.0,35.0,United States
