,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Job_Cost,Applicants_Num,Client_Country
40985,3d animation,Social Media and Marketing,"Facebook, Instagram",0.0,2.0,0.0,12.0,0.0,3600.0,3.0,United States
40988,Marketing,Social Media and Marketing,"YouTube, Instagram",1.0,2.0,6.90875477931522,8.0,1.0986122886681098,100.0,13.0,United States
40990,Branding & Marketing,Social Media and Marketing,Other,1.0,0.0,8.006700845440367,8.0,4.0943445622221,80.0,35.0,United States
40992,Brand development,Social Media and Marketing,"LinkedIn, Other",0.0,1.0,0.0,4.0,0.0,200.0,3.0,Peru
40993,Brand Development,Social Media and Marketing,"Google Ads, Instagram, Facebook, Other",0.0,2.0,0.0,4.0,0.0,500.0,13.0,United States
40994,CRM and Marketing Tools,Automation,Other,1.0,1.0,6.90875477931522,12.0,0.0,1000.0,13.0,United States
40997,Brand development,"Marketing, CRM and Marketing Tools","Google Analytics, Mailchimp, Google Ads",1.0,2.0,6.90875477931522,8.0,2.1972245773362196,300.0,35.0,United States
41004,SEO,Web Development,"Google Analytics, Google Ads",1.0,1.0,1.791759469228055,12.0,0.6931471805599453,15000.0,8.0,United Arab Emirates
41005,B2B Marketing,CRM and Marketing Tools,"Salesforce, Mailchimp",0.0,2.0,0.0,4.0,0.0,250.0,8.0,United States
41007,B2b marketing,Social Media and Marketing,"Instagram, Other",1.0,2.0,0.0,8.0,0.0,100.0,13.0,Albania
41009,Social Media and Marketing,Content Creation,TikTok,1.0,2.0,0.0,8.0,0.0,1000.0,3.0,United States
41010,B2b marketing,Web Development,Other,1.0,2.0,6.55250788703459,8.0,1.0986122886681098,200.0,35.0,United States
41012,Brand development,Social Media and Marketing,"Twitter, NFT, Other",1.0,1.0,9.210440366976517,8.0,4.290459441148391,250.0,8.0,United States
41014,Business development,Marketing,Other,1.0,1.0,5.303304908059076,12.0,1.0986122886681098,2000.0,35.0,United States
41018,Branding & Marketing,Social Media and Marketing,"LinkedIn, Other",1.0,2.0,0.0,8.0,0.0,500.0,8.0,United States
41021,B2B Marketing,SEO,"WordPress, Google Analytics",1.0,2.0,5.993961427306569,12.0,0.6931471805599453,600.0,8.0,United States
41027,Branding & Marketing,Social Media and Marketing,Other,1.0,1.0,7.601402334583733,8.0,2.302585092994046,250.0,8.0,United States
41030,Branding & Marketing,Data Analysis and Visualization,"Mailchimp, Python, Other",1.0,1.0,10.596659732783579,8.0,2.70805020110221,300.0,8.0,United States
41033,Social Media and Marketing,Content Marketing,Other,1.0,2.0,9.210440366976517,12.0,1.3862943611198906,5000.0,35.0,United States
41034,Business development,Sales,Other,0.0,1.0,0.0,8.0,0.0,800.0,8.0,France
41037,Brand marketing,Social Media and Marketing,"Instagram, Facebook, TikTok, Google Ads",1.0,2.0,4.394449154672439,4.0,0.0,225.0,3.0,United States
41041,B2B Marketing,Social Media and Marketing,"Instagram, Other",1.0,1.0,0.0,8.0,0.0,500.0,3.0,United States
41046,Branding,,Other,1.0,2.0,7.601402334583733,8.0,2.6390573296152584,350.0,13.0,United States
41048,Branding & Marketing,CRM and Marketing Tools,Other,1.0,2.0,6.90875477931522,8.0,1.3862943611198906,100.0,35.0,United States
41049,Social Media and Marketing,CRM and Marketing Tools,"Facebook, Instagram, Other",1.0,2.0,6.2166061010848646,8.0,0.6931471805599453,300.0,18.0,United States
41052,Brand Development,Project Management,Other,1.0,1.0,0.0,12.0,0.0,4000.0,3.0,United States
41056,B2B Marketing,CRM and Marketing Tools,"Twilio, Salesforce, Other",0.0,1.0,0.0,8.0,0.0,600.0,3.0,United States
41057,B2B Marketing,Social Media and Marketing,YouTube,1.0,1.0,0.0,8.0,0.0,300.0,13.0,United Kingdom
41058,Brand development,Social Media and Marketing,"Google Analytics, YouTube",1.0,0.0,4.2626798770413155,8.0,0.0,200.0,18.0,United States
41062,CRM and Marketing Tools,Automation,Other,1.0,0.0,6.90875477931522,12.0,1.3862943611198906,1500.0,8.0,United States
41071,Social Media Marketing,Social Media and Marketing,"TikTok, Instagram",1.0,2.0,9.210440366976517,12.0,1.0986122886681098,1000.0,3.0,India
41076,B2B Marketing,Data Analysis and Visualization,"Salesforce, HubSpot",0.0,0.0,0.0,4.0,0.0,100.0,3.0,Turkey
41079,Business development,Social Media and Marketing,Other,0.0,2.0,0.0,8.0,0.0,10000.0,35.0,United States
41080,Content Marketing,Content Creation,Other,1.0,0.0,6.398594934535208,4.0,3.2188758248682006,5.0,35.0,Canada
41085,CRM and Marketing Tools,CRM and Marketing Tools,Other,1.0,1.0,6.90875477931522,12.0,0.0,1000.0,3.0,Kuwait
41086,Branding & Marketing,Content Writing,Other,1.0,2.0,6.90875477931522,8.0,1.3862943611198906,100.0,18.0,Israel
41089,Branding & marketing,,Other,0.0,2.0,0.0,4.0,0.0,200.0,13.0,United States
41090,B2c marketing,Social Media and Marketing,Other,1.0,1.0,8.699681400989514,8.0,4.219507705176107,120.0,18.0,Canada
41097,Branding & Marketing,Social Media and Marketing,Other,1.0,1.0,6.90875477931522,8.0,2.8903717578961645,150.0,18.0,United States
41098,Brand marketing,CRM and Marketing Tools,"Google Analytics, Salesforce",1.0,1.0,9.210440366976517,8.0,3.7612001156935624,500.0,35.0,United Kingdom
41100,Branding & Marketing,Social Media and Marketing,"Instagram, TikTok, Facebook, YouTube",1.0,1.0,9.90353755128617,8.0,3.5553480614894135,200.0,8.0,United States
41104,B2B Marketing,CRM and Marketing Tools,Other,1.0,1.0,6.90875477931522,4.0,3.4657359027997265,7.0,3.0,Albania
41106,Content Marketing,SEO,Instagram,0.0,2.0,0.0,4.0,0.0,200.0,3.0,Romania
41112,Branding & marketing,Social Media and Marketing,Other,0.0,2.0,0.0,2.0,0.0,5.0,8.0,Netherlands
41114,Brand Development,Social Media and Marketing,"TikTok, Instagram, Facebook, Shopify, LinkedIn, Other",1.0,2.0,0.0,8.0,0.0,300.0,13.0,United States
41122,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram, Other",1.0,2.0,6.55250788703459,4.0,2.1972245773362196,25.0,3.0,United States
41124,Brand development,Copywriting,Other,1.0,1.0,10.819798284210286,12.0,3.258096538021482,3500.0,50.0,United States
41129,Brand development,Graphic Design,Other,1.0,2.0,4.2626798770413155,8.0,0.6931471805599453,100.0,35.0,United States
41131,B2c marketing,Social Media and Marketing,"Google Analytics, Shopify, Other",1.0,2.0,0.0,4.0,0.0,250.0,35.0,Australia
41133,Branding & marketing,Social Media and Marketing,"Facebook, Instagram",1.0,2.0,3.713572066704308,8.0,0.0,350.0,50.0,Australia
41137,Business development,Project Management,Other,0.0,1.0,0.0,4.0,0.0,300.0,3.0,United Kingdom
41138,Branding & Marketing,Social Media and Marketing,"Google Ads, Other",1.0,1.0,0.0,12.0,0.0,2500.0,8.0,United Kingdom
41143,Branding & Marketing,Design,Other,1.0,1.0,6.68586094706836,4.0,2.9444389791664403,15.0,8.0,Canada
41149,B2C Marketing,Social Media and Marketing,"Google Analytics, SEMrush, Mailchimp",1.0,1.0,9.210440366976517,8.0,3.7612001156935624,500.0,35.0,United Kingdom
41151,B2B Marketing,Sales,Other,0.0,2.0,0.0,4.0,0.0,200.0,13.0,United States
41153,Affiliate marketing,Marketing,"Google Analytics, Google Ads",1.0,2.0,4.2626798770413155,12.0,0.0,5000.0,3.0,United States
41154,B2B Marketing,CRM and Marketing Tools,Other,0.0,1.0,0.0,8.0,0.0,600.0,3.0,Spain
41159,Brand development,Marketing,"SEMrush, Ahrefs, Google Analytics",1.0,1.0,8.294299608857235,4.0,4.6913478822291435,10.0,35.0,United States
41160,SEO,Web Development,"JavaScript, HTML, CSS",0.0,2.0,0.0,4.0,0.0,200.0,8.0,Germany
41164,B2c marketing,Social Media and Marketing,"Google Ads, Other",0.0,2.0,0.0,4.0,0.0,100.0,8.0,Pakistan
41168,B2B Marketing,CRM and Marketing Tools,Excel,1.0,2.0,5.303304908059076,8.0,1.6094379124341003,50.0,35.0,United States
41173,Brand development,Social Media and Marketing,Other,1.0,1.0,0.0,12.0,0.0,12000.0,35.0,United States
41178,B2B Marketing,CRM and Marketing Tools,Salesforce,1.0,0.0,6.55250788703459,4.0,1.0986122886681098,5.0,13.0,South Africa
41179,Video Editing,Social Media and Marketing,YouTube,1.0,1.0,0.0,12.0,0.0,1000.0,3.0,India
41182,API Development,Automation,"Zapier, Other",1.0,1.0,10.308985993422082,8.0,4.290459441148391,100.0,8.0,United States
41188,B2b marketing,Social Media and Marketing,"Google Analytics, Mailchimp",1.0,2.0,5.707110264748875,8.0,0.0,150.0,3.0,Brazil
41190,B2b marketing,CRM and Marketing Tools,Other,0.0,0.0,0.0,8.0,0.0,100.0,13.0,Germany
41194,Business Development,CRM and Marketing Tools,Other,1.0,2.0,5.993961427306569,8.0,0.0,150.0,35.0,United States
41195,Social Media Marketing,Social Media and Marketing,Other,1.0,2.0,8.294299608857235,4.0,3.258096538021482,20.0,3.0,United States
41198,Business development,CRM and Marketing Tools,"Salesforce, HubSpot",1.0,1.0,4.61512051684126,12.0,0.6931471805599453,2500.0,35.0,United States
41200,B2B Marketing,Social Media and Marketing,Google Ads,1.0,1.0,8.517393171418904,12.0,0.0,50000.0,8.0,United States
41203,Content Creation,Social Media and Marketing,TikTok,1.0,2.0,5.707110264748875,4.0,1.3862943611198906,10.0,18.0,Germany
41204,Brand Marketing,Social Media and Marketing,"Google Analytics, Other",0.0,1.0,0.0,8.0,0.0,750.0,35.0,Canada
41210,Business development,CRM and Marketing Tools,Other,0.0,1.0,0.0,4.0,0.0,300.0,35.0,United States
41211,B2B Marketing,Sales,Other,1.0,1.0,6.90875477931522,8.0,1.0986122886681098,150.0,50.0,United States
41214,Branding & Marketing,Social Media and Marketing,"Instagram, Facebook, LinkedIn",0.0,1.0,0.0,8.0,0.0,1000.0,8.0,United States
41216,B2B Marketing,Social Media and Marketing,"Instagram, Other",1.0,2.0,8.517393171418904,8.0,3.4011973816621555,500.0,8.0,United States
41217,B2B Marketing,Data Analysis and Visualization,Other,1.0,0.0,6.68586094706836,8.0,1.6094379124341003,75.0,35.0,United States
41218,B2c marketing,Marketing,Google Ads,1.0,1.0,4.394449154672439,4.0,2.3978952727983707,10.0,18.0,Italy
41219,B2B Marketing,Data Analysis and Visualization,"Excel, Other",1.0,1.0,0.0,8.0,0.0,500.0,35.0,United Kingdom
41222,Branding & Marketing,Social Media and Marketing,Other,0.0,1.0,0.0,2.0,0.0,20.0,13.0,United Kingdom
41229,B2b marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, TikTok, YouTube, Twitter, Pinterest, Google Ads",1.0,1.0,0.0,4.0,0.0,30.0,18.0,India
41231,B2b marketing,CRM and Marketing Tools,"Google Analytics, Google Ads",0.0,1.0,0.0,4.0,0.0,90.0,8.0,South Africa
41232,B2b marketing,Social Media and Marketing,"Instagram, TikTok, Facebook, Other",0.0,1.0,0.0,8.0,0.0,209.0,3.0,Bolivia
41237,Branding & Marketing,Social Media and Marketing,TikTok,0.0,1.0,0.0,4.0,0.0,280.0,8.0,India
41241,BI and Analytics,Data Analysis and Visualization,"SQL, Python, Looker",1.0,1.0,6.90875477931522,8.0,1.6094379124341003,500.0,35.0,United States
41249,B2B marketing,Social Media and Marketing,Other,0.0,2.0,0.0,8.0,0.0,4000.0,35.0,United States
41250,Branding & marketing,CRM and Marketing Tools,Other,0.0,2.0,0.0,8.0,0.0,3600.0,8.0,United States
41256,Brand Development,E-commerce Platforms,Other,1.0,1.0,6.90875477931522,8.0,1.6094379124341003,500.0,3.0,United States
41257,Social Media Marketing,Marketing,"Facebook, Instagram, Twitter, LinkedIn, YouTube, Google Analytics, Other",1.0,1.0,6.90875477931522,8.0,2.70805020110221,400.0,13.0,United States
41260,Branding & Marketing,Content Creation,Twitter,1.0,1.0,6.90875477931522,8.0,1.6094379124341003,500.0,35.0,United States
41261,B2c marketing,SEMrush,"Excel, Other",1.0,0.0,3.713572066704308,4.0,0.0,10.0,18.0,Canada
41264,Brand development,Web Development,Other,1.0,2.0,7.601402334583733,4.0,5.267858159063328,10.0,18.0,United States
41266,Branding & Marketing,Social Media and Marketing,Other,1.0,2.0,6.803505257608338,8.0,1.3862943611198906,100.0,35.0,United Arab Emirates
41272,Branding & Marketing,CRM and Marketing Tools,Other,1.0,0.0,5.707110264748875,8.0,1.791759469228055,50.0,35.0,United Kingdom
41279,B2c marketing,Data Analysis and Visualization,"Google Ads, SEMrush, Google Analytics",0.0,0.0,0.0,2.0,0.0,20.0,13.0,Pakistan
41285,B2c marketing,Social Media and Marketing,Other,0.0,1.0,0.0,4.0,0.0,300.0,8.0,United Arab Emirates
41286,Google Analytics,Data Analysis,"Google Analytics, Other",1.0,2.0,0.0,8.0,0.0,50.0,35.0,Azerbaijan
41287,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,1.0,0.0,8.0,0.0,500.0,8.0,United Kingdom
41291,Branding & Marketing,Graphic Design,Other,0.0,2.0,0.0,8.0,0.0,50.0,8.0,Indonesia
41294,B2b marketing,Social Media and Marketing,Other,1.0,1.0,8.517393171418904,12.0,2.3978952727983707,800.0,3.0,United States
41296,B2c marketing,Social Media and Marketing,"Google Ads, Shopify, Other",1.0,1.0,0.0,8.0,0.0,400.0,8.0,United Kingdom
41303,Branding & Marketing,Design,Other,1.0,2.0,6.398594934535208,8.0,1.791759469228055,100.0,35.0,China
41309,Branding & Marketing,Social Media and Marketing,"Google Analytics, SEMrush, Ahrefs",0.0,2.0,0.0,4.0,0.0,100.0,3.0,Malaysia
41312,Branding & Marketing,Social Media and Marketing,Other,1.0,1.0,3.713572066704308,4.0,0.6931471805599453,25.0,35.0,United States
41313,Branding & marketing,Web Development,Other,1.0,1.0,8.699681400989514,8.0,2.4849066497880004,300.0,35.0,United States
41317,CRM and Marketing Tools,Automation,"Mailchimp, Other",0.0,1.0,0.0,4.0,0.0,100.0,18.0,United States
41318,Social Media Marketing,Content Creation,"Facebook, Instagram",1.0,2.0,5.707110264748875,8.0,3.367295829986474,50.0,18.0,United States
41320,3d design,Graphic Design,Other,1.0,2.0,11.51293546492023,8.0,3.828641396489095,150.0,35.0,Ireland
41323,Branding & Marketing,Social Media and Marketing,"LinkedIn, Other",0.0,1.0,0.0,4.0,0.0,300.0,35.0,United States
41328,B2C Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Google Ads",0.0,1.0,0.0,4.0,0.0,400.0,8.0,Brazil
41329,Email Marketing,Automation,Other,0.0,2.0,0.0,12.0,0.0,2000.0,8.0,Kenya
41330,Brand Marketing,E-commerce Platforms,Other,0.0,1.0,0.0,4.0,0.0,100.0,8.0,United Kingdom
41332,Google Analytics,"SEMrush, Google Ads",Other,1.0,2.0,3.9318256327243257,8.0,1.0986122886681098,250.0,18.0,Bangladesh
41333,Branding & marketing,Social Media and Marketing,Google Ads,1.0,2.0,5.303304908059076,8.0,1.0986122886681098,300.0,13.0,United States
41337,B2b marketing,Social Media and Marketing,Other,0.0,2.0,0.0,8.0,0.0,80.0,8.0,United States
41340,Branding & Marketing,Social Media and Marketing,"Instagram, Facebook, Twitter, TikTok, Other",0.0,1.0,0.0,2.0,0.0,5.0,3.0,Pakistan
41345,B2C marketing,Social Media and Marketing,Other,1.0,2.0,4.2626798770413155,8.0,1.0986122886681098,50.0,8.0,Macedonia
41347,3d illustration,Data Analysis and Visualization,Other,1.0,2.0,0.0,8.0,0.0,500.0,3.0,United States
41355,Content Management,,Other,1.0,1.0,11.51293546492023,12.0,4.442651256490317,1000.0,3.0,United States
41356,SEO,Social Media and Marketing,"Google Analytics, SEMrush, Other",0.0,1.0,0.0,4.0,0.0,400.0,18.0,Spain
41358,Business Development,Data Analysis and Visualization,Other,0.0,2.0,0.0,8.0,0.0,1000.0,8.0,United Kingdom
41360,B2c marketing,Social Media and Marketing,Other,1.0,2.0,8.006700845440367,4.0,5.438079308923196,30.0,35.0,United States
41365,Brand Marketing,Social Media and Marketing,"Google Ads, Google Analytics",1.0,1.0,6.68586094706836,12.0,0.6931471805599453,800.0,13.0,United States
41370,Content Development,Content Audit,Other,0.0,1.0,0.0,4.0,0.0,500.0,35.0,United States
41378,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram",1.0,2.0,0.0,16.0,0.0,10000.0,3.0,France
41379,Branding & Marketing,Social Media and Marketing,"Instagram, Other",0.0,0.0,0.0,4.0,0.0,30.0,3.0,United Kingdom
41380,Brand Development,Branding & Marketing,Other,0.0,1.0,0.0,8.0,0.0,100.0,3.0,Ireland
41381,Business development,Business Applications Development,Other,1.0,0.0,1.791759469228055,8.0,0.6931471805599453,15.0,3.0,Nigeria
41383,Brand Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Other",1.0,2.0,7.601402334583733,12.0,1.6094379124341003,300.0,3.0,United Arab Emirates
41384,Branding & Marketing,Data Analysis and Visualization,Python,1.0,1.0,5.993961427306569,12.0,1.0986122886681098,100.0,3.0,United States
41385,Social Media Management,Content Creation,Other,0.0,1.0,0.0,4.0,0.0,20.0,3.0,Kenya
41386,B2b marketing,Social Media and Marketing,"Google Ads, Other",0.0,2.0,0.0,4.0,0.0,5.0,3.0,Pakistan
41390,Brand Marketing,Social Media and Marketing,Other,0.0,1.0,0.0,8.0,0.0,200.0,3.0,Mexico
41391,Branding & Marketing,Social Media and Marketing,"Instagram, Other",1.0,1.0,0.0,8.0,0.0,5.0,3.0,Palestinian Territories
41393,Brand Marketing,CRM and Marketing Tools,"LinkedIn, Other",0.0,1.0,0.0,12.0,0.0,1000.0,8.0,United Arab Emirates
41394,"B2b marketing,","Social Media and Marketing,",Other,0.0,2.0,0.0,8.0,0.0,100.0,3.0,United Kingdom
41396,Branding & Marketing,Social Media and Marketing,Mailchimp,0.0,1.0,0.0,12.0,0.0,200.0,3.0,Spain
41397,Social Media and Marketing,Social Media Management,Twitter,1.0,2.0,0.0,12.0,0.0,120.0,3.0,United Kingdom
41398,Content Curation,Research,"Instagram, Other",0.0,2.0,0.0,8.0,0.0,150.0,3.0,Pakistan
41399,SEO,Data Analysis and Visualization,Other,1.0,2.0,6.55250788703459,12.0,1.3862943611198906,80.0,3.0,India
41401,Branding & Marketing,Social Media and Marketing,"Instagram, TikTok",1.0,1.0,1.791759469228055,8.0,0.6931471805599453,20.0,3.0,Pakistan
41402,Data Analysis and Visualization,Data Engineering,"SQL, Python",1.0,1.0,6.2166061010848646,16.0,1.0986122886681098,1000.0,8.0,New Zealand
41403,Brand Marketing,Social Media and Marketing,"Google Analytics, SEMrush",0.0,2.0,0.0,12.0,0.0,1600.0,3.0,India
41404,Automation,API Development,"Python, Other",0.0,0.0,0.0,8.0,0.0,78.0,8.0,United States
41407,Brand development,Social Media and Marketing,"LinkedIn, Facebook, Twitter, Other",1.0,2.0,0.0,12.0,0.0,150.0,3.0,United States
41408,B2B Marketing,CRM and Marketing Tools,Salesforce,0.0,0.0,0.0,12.0,0.0,850.0,3.0,United States
41412,B2C Marketing,E-commerce Platforms,Other,0.0,2.0,0.0,12.0,0.0,1600.0,13.0,United States
41413,Affiliate marketing,SEO,"Google Analytics, Ahrefs",1.0,2.0,6.398594934535208,12.0,1.6094379124341003,180.0,3.0,Sweden
41414,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram, Other",0.0,2.0,0.0,12.0,0.0,2000.0,3.0,United States
41418,Branding & Marketing,CRM and Marketing Tools,"Google Analytics, Other",1.0,1.0,0.0,12.0,0.0,150.0,3.0,United States
41419,B2B Marketing,CRM and Marketing Tools,Google Ads,1.0,2.0,8.699681400989514,8.0,6.115892125483034,20.0,13.0,United States
41422,B2b marketing,Data Analysis and Visualization,Google Analytics,1.0,1.0,0.0,12.0,0.0,300.0,13.0,Canada
41423,B2b marketing,Social Media and Marketing,Other,0.0,0.0,0.0,4.0,0.0,5.0,3.0,Pakistan
41424,Branding & Marketing,Social Media and Marketing,"Google Ads, Other",1.0,2.0,8.699681400989514,12.0,2.70805020110221,200.0,3.0,United States
41425,B2b marketing,Social Media and Marketing,Other,1.0,2.0,7.601402334583733,8.0,4.990432586778736,20.0,35.0,United States
41426,B2B Marketing,CRM and Marketing Tools,"Salesforce, Google Analytics",1.0,2.0,0.0,16.0,0.0,10000.0,3.0,France
41427,Social media marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,0.0,6.90875477931522,16.0,1.3862943611198906,1000.0,3.0,Romania
41428,Content Strategy,SEO,Other,1.0,0.0,6.90875477931522,16.0,1.3862943611198906,1000.0,8.0,Romania
41433,B2B Marketing,Sales,Other,0.0,1.0,0.0,8.0,0.0,500.0,13.0,Cyprus
41435,Social Media and Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,0.0,6.803505257608338,12.0,1.0986122886681098,100.0,3.0,Estonia
41436,SEO,Content Writing,Google Analytics,1.0,1.0,6.90875477931522,12.0,2.0794415416798357,500.0,13.0,United Arab Emirates
41446,B2b marketing,Social Media and Marketing,Other,0.0,2.0,0.0,8.0,0.0,50.0,3.0,India
41447,Brand Marketing,CRM and Marketing Tools,Other,1.0,2.0,5.303304908059076,8.0,1.6094379124341003,15.0,8.0,United States
41449,B2B Marketing,CRM and Marketing Tools,"Salesforce, Google Analytics",1.0,2.0,1.791759469228055,12.0,0.0,500.0,3.0,United States
41451,B2B marketing,Social Media and Marketing,Other,0.0,2.0,0.0,8.0,0.0,250.0,3.0,United Kingdom
41452,Business development,Data Analysis and Visualization,"LinkedIn, Excel",0.0,1.0,0.0,8.0,0.0,500.0,3.0,Poland
41454,Social Media and Marketing,Content Creation,"Facebook, Instagram, LinkedIn",1.0,2.0,3.044522437723423,8.0,1.0986122886681098,10.0,3.0,Pakistan
41455,Branding & Marketing,Data Analysis and Visualization,"Python, Other",0.0,2.0,0.0,4.0,0.0,5.0,8.0,Netherlands
41460,Brand Marketing,CRM and Marketing Tools,Other,1.0,2.0,3.044522437723423,12.0,1.0986122886681098,100.0,8.0,Italy
41464,Relationship Building,Data Analysis and Visualization,LinkedIn,1.0,2.0,3.713572066704308,12.0,0.6931471805599453,140.0,8.0,Pakistan
41465,B2c marketing,CRM and Marketing Tools,Other,1.0,1.0,9.90353755128617,12.0,3.9318256327243257,120.0,3.0,United States
41466,Branding & Marketing,Social Media and Marketing,Other,1.0,0.0,3.713572066704308,8.0,0.6931471805599453,20.0,50.0,Netherlands
41467,Branding & marketing,Social Media and Marketing,Google Analytics,1.0,1.0,4.61512051684126,12.0,0.6931471805599453,250.0,8.0,United States
41471,Market Research,Data Analysis and Visualization,Other,1.0,2.0,4.394449154672439,8.0,3.044522437723423,30.0,8.0,United States
41473,Branding & marketing,Web Development,Wix,0.0,2.0,0.0,8.0,0.0,100.0,3.0,Ukraine
41475,B2B Marketing,Social Media and Marketing,LinkedIn,1.0,2.0,6.90875477931522,12.0,0.0,500.0,3.0,United States
41476,B2B Marketing,CRM and Marketing Tools,"Google Ads, Other",0.0,2.0,0.0,8.0,0.0,63.0,8.0,India
41477,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,2.0,7.601402334583733,8.0,5.616771097666572,5.0,35.0,United States
41479,Branding & Marketing,Web Development,"WordPress, Other",0.0,2.0,0.0,8.0,0.0,10.0,3.0,Albania
41483,Brand Development,Social Media and Marketing,"YouTube, Google Analytics, SEMrush",0.0,0.0,0.0,4.0,0.0,15.0,3.0,Latvia
41485,Branding & Marketing,Social Media and Marketing,"Facebook, Instagram, Twitter, Google Ads",1.0,1.0,0.0,8.0,0.0,25.0,8.0,United States
41490,Social Media Marketing,Content Creation,"Facebook, TikTok, Instagram, LinkedIn, Pinterest, Twitter, YouTube, Other",1.0,1.0,8.987321812850125,16.0,2.70805020110221,1000.0,18.0,Australia
41491,Social Media Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,2.0,6.2166061010848646,16.0,1.0986122886681098,1500.0,3.0,United States
41492,Brand development,Social Media and Marketing,Other,1.0,1.0,0.0,12.0,0.0,150.0,8.0,United States
41493,Branding & Marketing,Social Media and Marketing,Instagram,0.0,0.0,0.0,4.0,0.0,15.0,3.0,Latvia
41494,Bulk marketing,Data Engineering,LinkedIn,1.0,1.0,4.394449154672439,12.0,4.382026634673881,100.0,3.0,Slovenia
41496,Brand Development,Social Media and Marketing,"Instagram, YouTube, Other",1.0,2.0,5.303304908059076,8.0,3.2188758248682006,5.0,8.0,Pakistan
41497,B2b marketing,Social Media and Marketing,Other,0.0,1.0,0.0,8.0,0.0,100.0,3.0,Mexico
41499,Social Media Marketing,Data Analysis and Visualization,Other,0.0,2.0,0.0,12.0,0.0,2500.0,3.0,United States
41500,Branding & Marketing,Web Development,Other,0.0,2.0,0.0,8.0,0.0,500.0,8.0,France
41501,B2B Marketing,CRM and Marketing Tools,Other,1.0,0.0,3.713572066704308,8.0,1.9459101490553132,5.0,8.0,Pakistan
41502,Social Media and Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, TikTok, YouTube, Twitter, Pinterest, Google Ads",1.0,2.0,6.90875477931522,12.0,0.6931471805599453,50.0,8.0,United States
41504,Branding & Marketing,Social Media and Marketing,"Google Analytics, Other",0.0,0.0,0.0,4.0,0.0,15.0,3.0,Latvia
41505,B2B Marketing,Brand Development,Other,0.0,2.0,0.0,8.0,0.0,50.0,3.0,Switzerland
41507,Brand Marketing,Social Media and Marketing,Other,0.0,2.0,0.0,12.0,0.0,10000.0,3.0,United States
41508,B2c marketing,SEO,Wix,1.0,2.0,3.4339872044851463,16.0,0.0,1500.0,35.0,United States
41509,B2B Marketing,Sales,Other,0.0,1.0,0.0,8.0,0.0,300.0,8.0,Belgium
41511,Branding & marketing,Social Media and Marketing,Twitter,1.0,1.0,6.90875477931522,12.0,1.3862943611198906,100.0,3.0,Romania
41518,Brand Development,Marketing,Other,0.0,1.0,0.0,12.0,0.0,100.0,8.0,United States
41519,B2b marketing,Social Media and Marketing,Other,0.0,0.0,0.0,12.0,0.0,5000.0,3.0,United States
41521,Cybersecurity,Penetration Testing,"Vulnerability Assessment, Penetration Testing, SOC, SIEM",1.0,1.0,0.0,16.0,0.0,1000.0,3.0,Canada
41522,Branding & Marketing,Social Media and Marketing,Other,1.0,2.0,4.394449154672439,8.0,1.6094379124341003,5.0,8.0,United States
41524,Branding & Marketing,Graphic Design,Other,1.0,2.0,0.0,8.0,0.0,30.0,13.0,United States
41525,Branding & Marketing,Content Writing,Other,0.0,2.0,0.0,12.0,0.0,1500.0,3.0,United States
41526,SEO,Data Engineering,"SEMrush, Ahrefs, Google Analytics, Other",1.0,0.0,9.210440366976517,8.0,3.912023005428146,150.0,3.0,Germany
41527,Branding & Marketing,Social Media and Marketing,"Google Ads, Google Analytics",1.0,1.0,10.308985993422082,12.0,4.836281906951478,100.0,3.0,United Arab Emirates
41529,Social Media and Marketing,Social Media and Marketing,"Instagram, YouTube",1.0,1.0,11.407576060361786,8.0,5.1647859739235145,40.0,13.0,United States
41530,B2B Marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn, Twitter",1.0,2.0,11.407576060361786,16.0,4.948759890378168,6000.0,18.0,Italy
41532,B2c marketing,Social Media and Marketing,"Google Ads, Other",0.0,2.0,0.0,8.0,0.0,10.0,3.0,Sweden
41533,Content Strategy,,Other,1.0,1.0,4.61512051684126,12.0,0.6931471805599453,75.0,18.0,Canada
41534,Branding & Marketing,CRM and Marketing Tools,Other,0.0,1.0,0.0,8.0,0.0,260.0,3.0,United States
41535,Branding & Marketing,BI and Analytics,Other,1.0,2.0,8.853808274977197,8.0,4.02535169073515,12.0,35.0,United States
41537,Brand Development,Content Writing,Other,1.0,1.0,6.90875477931522,12.0,1.0986122886681098,250.0,8.0,United States
